,id,Country,cause,year,incidence,prevalence,sex_Both,sex_Female,sex_Male,age_1 to 4,age_10 to 14,age_15 to 19,age_20 to 24,age_25 to 29,age_30 to 34,age_35 to 39,age_40 to 44,age_45 to 49,age_5 to 9,age_50 to 54,age_55 to 59,age_60 to 64,age_65 to 69,age_70 to 74,age_75 to 79,age_80 to 84,age_85 to 89,age_90 to 94
1053726,562,Niger,Bulimia nervosa,2015,0.0,654.6576238921193,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064372,566,Nigeria,Major depressive disorder,2016,0.0,12644.309332522773,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1464497,768,Togo,Anxiety disorders,2019,0.0,16888.753457287487,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264856,116,Cambodia,Dysthymia,2018,0.0,6780.0784744776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533702,266,Gabon,Self-harm by firearm,2017,0.0,5.826604603765933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1180989,620,Portugal,Anxiety disorders,2018,0.0,3678.357967710263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1483871,776,Tonga,Major depressive disorder,2017,0.0,103.50145589115633,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250784,670,Saint Vincent and the Grenadines,Anorexia nervosa,2017,0.0,3.528527923909357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642545,340,Honduras,Opioid use disorders,2017,71.16708778459828,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177672,64,Bhutan,Amphetamine use disorders,2019,0.0162747975599667,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1174988,616,Poland,Amphetamine use disorders,2018,0.0,185.1089740838508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1035756,554,New Zealand,Anxiety disorders,2019,1411.1067357062902,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1349063,90,Solomon Islands,Schizophrenia,2018,0.0,100.2970093962752,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949977,583,Micronesia (Federated States of),Cocaine use disorders,2017,0.0,0.0392019155513901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288415,140,Central African Republic,Schizophrenia,2018,0.0,119.35424528102573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329204,174,Comoros,Alcohol use disorders,2016,59.187213940544105,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60216,32,Argentina,Self-harm by firearm,2015,86.72508069240902,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
383220,192,Cuba,Other drug use disorders,2017,0.0,5.994033888308153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121181,50,Bangladesh,Self-harm by firearm,2015,1.6129867241267148,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
512197,246,Finland,Other mental disorders,2015,0.0,5792.867320234339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57457,28,Antigua and Barbuda,Schizophrenia,2017,0.0,0.7885801367139131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458722,226,Equatorial Guinea,Attention-deficit/hyperactivity disorder,2015,49.438939095594186,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890305,462,Maldives,Anxiety disorders,2019,0.0,1296.6900063031826,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149015,56,Belgium,Autism spectrum disorders,2017,0.0,2674.4385936873905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
691826,364,Iran (Islamic Republic of),Amphetamine use disorders,2018,0.0,13986.14034221562,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269639,120,Cameroon,Cocaine use disorders,2015,0.0,103.02076315092948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
539375,270,Gambia,Idiopathic developmental intellectual disability,2019,0.0,2891.480299668752,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461380,226,Equatorial Guinea,Opioid use disorders,2016,0.6327396723815507,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1157205,604,Peru,Autism spectrum disorders,2019,0.0,8920.065690385885,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745162,400,Jordan,Dysthymia,2016,2.7766288332615376,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1553033,840,United States of America,Major depressive disorder,2018,544437.4346238105,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214639,76,Brazil,Anxiety disorders,2016,0.0,1085436.5221004365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1621609,716,Zimbabwe,Major depressive disorder,2015,0.0,1661.3282038503546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656464,348,Hungary,Cocaine use disorders,2017,2.117304157930634,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
994355,104,Myanmar,Schizophrenia,2015,289.2312187446484,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1447428,764,Thailand,Idiopathic developmental intellectual disability,2016,0.0,30283.835784595645,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33333,16,American Samoa,Alcohol use disorders,2017,0.0,25.94200240593968,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1262882,674,San Marino,Opioid use disorders,2016,0.0683326028792239,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1061163,566,Nigeria,Opioid use disorders,2015,2734.886962122293,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
699833,368,Iraq,Opioid use disorders,2017,0.0,992.315792068242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1365892,710,South Africa,Cannabis use disorders,2019,0.0,488.7446375599075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152892,84,Belize,Other drug use disorders,2019,0.0204124066551823,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1511122,795,Turkmenistan,Major depressive disorder,2019,7510.6441362824735,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855452,442,Luxembourg,Self-harm by other specified means,2017,0.0,130.65242009096997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
963118,496,Mongolia,Dysthymia,2017,0.0,290.81843563942493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424047,212,Dominica,Cocaine use disorders,2019,0.0,11.99130166927643,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130371,52,Barbados,Bipolar disorder,2017,5.94131166307467,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
653672,348,Hungary,Alcohol use disorders,2015,0.0,20710.10983472324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419314,756,Switzerland,Bulimia nervosa,2015,0.0,1600.0619431603156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1557331,840,United States of America,Major depressive disorder,2019,0.0,416594.2349856133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
993784,104,Myanmar,Amphetamine use disorders,2019,23.282218946504024,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
816493,422,Lebanon,Amphetamine use disorders,2019,0.0,3.010112310097146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1071142,570,Niue,Idiopathic developmental intellectual disability,2016,0.0,0.0036781826185374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26136,16,American Samoa,Self-harm by other specified means,2016,0.2039625437411752,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1434250,760,Syrian Arab Republic,Attention-deficit/hyperactivity disorder,2016,0.0,10.425248358036864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1283416,682,Saudi Arabia,Cocaine use disorders,2016,0.0,0.1257633875736519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792952,418,Lao People's Democratic Republic,Anorexia nervosa,2017,35.46465512423109,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1189586,630,Puerto Rico,Other drug use disorders,2019,0.0,2.3731647716724766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1149225,600,Paraguay,Self-harm by other specified means,2018,0.0,88.459159482266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1080133,807,North Macedonia,Dysthymia,2015,176.3914205900482,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1060887,566,Nigeria,Anxiety disorders,2018,17845.002377024284,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1336974,705,Slovenia,Dysthymia,2019,4.601172568511013,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220385,646,Rwanda,Bipolar disorder,2015,285.0968056828715,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620802,716,Zimbabwe,Schizophrenia,2019,2.485020540662489,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2810,4,Afghanistan,Alcohol use disorders,2015,0.0,66.50160848450913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1245697,670,Saint Vincent and the Grenadines,Idiopathic developmental intellectual disability,2015,0.0,15.331906247512483,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68202,51,Armenia,Anorexia nervosa,2018,0.8798203917609694,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21309,12,Algeria,Opioid use disorders,2016,0.0,15.549777914176603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023826,524,Nepal,Conduct disorder,2019,0.0,18783.98094504156,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187639,68,Bolivia (Plurinational State of),Other drug use disorders,2017,623.7721321646083,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1307854,690,Seychelles,Other mental disorders,2016,0.0,19.22699631909651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411130,752,Sweden,Cannabis use disorders,2015,0.0,4341.625477833949,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548717,784,United Arab Emirates,Major depressive disorder,2018,0.0,43069.69118774125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568230,300,Greece,Major depressive disorder,2018,13008.330523909126,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153465,84,Belize,Anxiety disorders,2015,0.0,587.0188129394411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81766,36,Australia,Bulimia nervosa,2018,0.0,2594.6120368995967,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170401,60,Bermuda,Self-harm by firearm,2017,0.0123082842534453,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984708,508,Mozambique,Dysthymia,2017,250.8200302236161,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
982352,504,Morocco,Conduct disorder,2017,0.0,105339.08605879126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689660,364,Iran (Islamic Republic of),Autism spectrum disorders,2017,0.0,18288.225550662235,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431603,760,Syrian Arab Republic,Attention-deficit/hyperactivity disorder,2017,0.0,9216.568519586875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349401,184,Cook Islands,Attention-deficit/hyperactivity disorder,2018,0.0,0.1201901604720461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
587816,308,Grenada,Other drug use disorders,2019,0.2560713450616663,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900514,466,Mali,Schizophrenia,2017,0.0,1582.2391086600646,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188255,68,Bolivia (Plurinational State of),Self-harm by other specified means,2019,0.0,188.0398229013852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
949886,583,Micronesia (Federated States of),Idiopathic developmental intellectual disability,2018,0.0,5.369534865451183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1222412,646,Rwanda,Self-harm by firearm,2019,0.0,24.88863700934593,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
618376,624,Guinea-Bissau,Anxiety disorders,2015,59.39096680275463,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1258126,882,Samoa,Attention-deficit/hyperactivity disorder,2018,0.0,1.030063259865278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285511,140,Central African Republic,Self-harm by other specified means,2019,74.43448803205489,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281608,682,Saudi Arabia,Other drug use disorders,2018,0.0,1074.4924007199756,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273657,120,Cameroon,Autism spectrum disorders,2019,0.0,679.558119944784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1431747,760,Syrian Arab Republic,Other mental disorders,2017,0.0,5288.774710029521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
644343,340,Honduras,Anxiety disorders,2015,5654.602617487596,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795498,418,Lao People's Democratic Republic,Cannabis use disorders,2015,0.0,1134.148508493044,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1578020,548,Vanuatu,Alcohol use disorders,2015,159.33597895032838,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1134618,598,Papua New Guinea,Self-harm by firearm,2017,0.1804099422435289,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983996,504,Morocco,Anxiety disorders,2016,0.0,22043.93300169083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196082,70,Bosnia and Herzegovina,Anxiety disorders,2015,1482.3330638257978,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019956,524,Nepal,Bulimia nervosa,2015,0.0,8.055981842010981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
878661,458,Malaysia,Self-harm by firearm,2016,31.25677349082095,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1038847,554,New Zealand,Anxiety disorders,2016,0.0,9975.196936160766,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523883,798,Tuvalu,Bipolar disorder,2019,0.0,1.1695803161567206,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19215,12,Algeria,Amphetamine use disorders,2015,0.0,313.9235878707237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1365005,710,South Africa,Bulimia nervosa,2019,0.0,15724.87241215893,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149412,56,Belgium,Dysthymia,2018,0.0,1.220869702237403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769918,296,Kiribati,Bipolar disorder,2015,0.0,18.0417498259653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956045,492,Monaco,Cannabis use disorders,2019,0.0,28.01407870377524,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224547,96,Brunei Darussalam,Cocaine use disorders,2017,0.0,62.87820986778241,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
935072,484,Mexico,Amphetamine use disorders,2018,864.9616786369318,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
611547,324,Guinea,Other drug use disorders,2018,0.8729482646016843,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39823,20,Andorra,Bipolar disorder,2019,0.0,1.882764588352268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1490709,780,Trinidad and Tobago,Autism spectrum disorders,2018,0.0,251.87117213446567,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612264,894,Zambia,Cannabis use disorders,2016,4.050722053151359,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
725503,380,Italy,Idiopathic developmental intellectual disability,2017,0.0,10567.00232523914,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1599695,704,Viet Nam,Dysthymia,2017,0.0,14677.288072289448,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456497,222,El Salvador,Other mental disorders,2019,0.0,5137.528192044558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
965223,496,Mongolia,Self-harm by other specified means,2019,0.0,865.7758495122783,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472103,232,Eritrea,Self-harm by other specified means,2016,0.0,107.64182135345392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
955044,492,Monaco,Other drug use disorders,2019,0.2755412496604843,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302388,152,Chile,Attention-deficit/hyperactivity disorder,2016,2265.83382564569,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195654,70,Bosnia and Herzegovina,Alcohol use disorders,2015,2195.498059713884,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
544881,268,Georgia,Other mental disorders,2015,0.0,2843.3961034872223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416718,262,Djibouti,Bulimia nervosa,2017,0.0,63.29676898798035,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
662697,352,Iceland,Anxiety disorders,2019,81.58667389025702,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587858,862,Venezuela (Bolivarian Republic of),Alcohol use disorders,2015,678.4127053675925,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159645,204,Benin,Opioid use disorders,2016,346.91409660396624,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445147,818,Egypt,Attention-deficit/hyperactivity disorder,2015,0.0,0.0027620883532681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
609373,324,Guinea,Opioid use disorders,2015,7.041578777445093,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
476541,233,Estonia,Bipolar disorder,2018,1.8025414821208456,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551815,276,Germany,Other drug use disorders,2018,243.172559563314,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404799,208,Denmark,Schizophrenia,2016,0.0,90.0021141059055,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325279,702,Singapore,Cocaine use disorders,2018,0.0,367.9211038503777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1578862,548,Vanuatu,Dysthymia,2019,38.72385703170436,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1608786,887,Yemen,Anxiety disorders,2016,0.0,43565.020195313424,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900174,466,Mali,Self-harm by firearm,2019,0.0,36.96397218557805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254695,132,Cabo Verde,Cocaine use disorders,2016,0.0,3.530556840096,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276432,124,Canada,Anorexia nervosa,2015,511.960555807735,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258104,882,Samoa,Attention-deficit/hyperactivity disorder,2018,0.0,87.14654390058571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149386,56,Belgium,Major depressive disorder,2018,0.0,19868.41025502789,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164707,204,Benin,Idiopathic developmental intellectual disability,2019,0.0,47.997924006654586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
329064,174,Comoros,Self-harm by firearm,2016,0.0,1.1353088909576312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759693,404,Kenya,Self-harm by other specified means,2016,485.9072201074825,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237867,662,Saint Lucia,Other mental disorders,2015,0.0,32.01828975787604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
503819,242,Fiji,Major depressive disorder,2015,0.0,0.5019348810484321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416926,752,Sweden,Bipolar disorder,2016,0.0,9222.028329318,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1549507,784,United Arab Emirates,Cannabis use disorders,2019,0.0,0.0116083531870174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20325,12,Algeria,Anorexia nervosa,2015,705.9581190494608,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448230,764,Thailand,Self-harm by other specified means,2016,0.0,6912.385132033132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
787557,417,Kyrgyzstan,Cannabis use disorders,2016,0.0,91.45139943966824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599471,316,Guam,Alcohol use disorders,2016,0.0,5.120795873675605,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426657,214,Dominican Republic,Alcohol use disorders,2015,8328.853219045555,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1045487,558,Nicaragua,Bipolar disorder,2015,0.0,8076.146214749379,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228826,100,Bulgaria,Other mental disorders,2015,0.0,3019.507481274125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85296,40,Austria,Amphetamine use disorders,2015,1.3433553636949658,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50069,28,Antigua and Barbuda,Self-harm by firearm,2016,0.0244809455191861,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
944653,583,Micronesia (Federated States of),Other drug use disorders,2015,7.34868510937063,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443696,818,Egypt,Cannabis use disorders,2015,0.0,6862.245024359604,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202111,72,Botswana,Anxiety disorders,2015,0.0,3269.103244454716,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
722691,380,Italy,Other mental disorders,2018,0.0,56325.22340943654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1120165,585,Palau,Alcohol use disorders,2015,2.627635472859437,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
730107,388,Jamaica,Other drug use disorders,2016,0.0,0.0069929479291541,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314549,694,Sierra Leone,Bipolar disorder,2019,0.0,1503.9012522828866,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1088368,580,Northern Mariana Islands,Anxiety disorders,2018,0.0,176.94351521450244,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1442483,762,Tajikistan,Attention-deficit/hyperactivity disorder,2019,0.0,112.6798854552492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1587883,862,Venezuela (Bolivarian Republic of),Opioid use disorders,2015,206.01806348940536,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
703327,372,Ireland,Autism spectrum disorders,2016,0.0,186.92560069904687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
957095,492,Monaco,Amphetamine use disorders,2018,0.0,6.748763587125803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310798,156,China,Alcohol use disorders,2019,251762.73610226405,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
